metro_line,direction,node,datetime
Metro_1,0,Node_2,2025-03-10 07:25:00
Metro_1,0,Node_4,2025-03-10 06:50:00
Metro_1,0,Node_5,2025-03-10 06:59:00
Metro_1,0,Node_6,2025-03-10 07:08:00
Metro_1,0,Node_7,2025-03-10 07:17:00
Metro_1,0,Node_8,2025-03-10 07:26:00
Metro_1,0,Node_2,2025-03-10 07:35:00
Metro_1,0,Node_4,2025-03-10 07:00:00
Metro_1,0,Node_5,2025-03-10 07:09:00
Metro_1,0,Node_6,2025-03-10 07:18:00
Metro_1,0,Node_7,2025-03-10 07:27:00
Metro_1,0,Node_8,2025-03-10 07:36:00
Metro_1,0,Node_2,2025-03-10 07:45:00
Metro_1,0,Node_4,2025-03-10 07:10:00
Metro_1,0,Node_5,2025-03-10 07:19:00
Metro_1,0,Node_6,2025-03-10 07:28:00
Metro_1,0,Node_7,2025-03-10 07:37:00
Metro_1,0,Node_8,2025-03-10 07:46:00
Metro_1,0,Node_2,2025-03-10 07:55:00
Metro_1,0,Node_4,2025-03-10 07:20:00
Metro_1,0,Node_5,2025-03-10 07:29:00
Metro_1,0,Node_6,2025-03-10 07:38:00
Metro_1,0,Node_7,2025-03-10 07:47:00
Metro_1,0,Node_8,2025-03-10 07:56:00
Metro_1,0,Node_2,2025-03-10 08:05:00
Metro_1,0,Node_4,2025-03-10 07:30:00
Metro_1,0,Node_5,2025-03-10 07:39:00
Metro_1,0,Node_6,2025-03-10 07:48:00
Metro_1,0,Node_7,2025-03-10 07:57:00
Metro_1,0,Node_8,2025-03-10 08:06:00
Metro_1,0,Node_2,2025-03-10 08:15:00
Metro_1,0,Node_4,2025-03-10 07:40:00
Metro_1,0,Node_5,2025-03-10 07:49:00
Metro_1,0,Node_6,2025-03-10 07:58:00
Metro_1,0,Node_7,2025-03-10 08:07:00
Metro_1,0,Node_8,2025-03-10 08:16:00
Metro_1,0,Node_2,2025-03-10 08:25:00
Metro_1,0,Node_4,2025-03-10 07:50:00
Metro_1,0,Node_5,2025-03-10 07:59:00
Metro_1,0,Node_6,2025-03-10 08:08:00
Metro_1,0,Node_7,2025-03-10 08:17:00
Metro_1,0,Node_8,2025-03-10 08:26:00
Metro_1,0,Node_2,2025-03-10 08:35:00
Metro_1,0,Node_4,2025-03-10 08:00:00
Metro_1,0,Node_5,2025-03-10 08:09:00
Metro_1,0,Node_6,2025-03-10 08:18:00
Metro_1,0,Node_7,2025-03-10 08:27:00
Metro_1,0,Node_8,2025-03-10 08:36:00
Metro_1,0,Node_2,2025-03-10 08:45:00
Metro_1,0,Node_4,2025-03-10 08:10:00
Metro_1,0,Node_5,2025-03-10 08:19:00
Metro_1,0,Node_6,2025-03-10 08:28:00
Metro_1,0,Node_7,2025-03-10 08:37:00
Metro_1,0,Node_8,2025-03-10 08:46:00
Metro_1,0,Node_2,2025-03-10 08:55:00
Metro_1,0,Node_4,2025-03-10 08:20:00
Metro_1,0,Node_5,2025-03-10 08:29:00
Metro_1,0,Node_6,2025-03-10 08:38:00
Metro_1,0,Node_7,2025-03-10 08:47:00
Metro_1,0,Node_8,2025-03-10 08:56:00
Metro_1,0,Node_2,2025-03-10 09:05:00
Metro_1,0,Node_4,2025-03-10 08:30:00
Metro_1,0,Node_5,2025-03-10 08:39:00
Metro_1,0,Node_6,2025-03-10 08:48:00
Metro_1,0,Node_7,2025-03-10 08:57:00
Metro_1,0,Node_8,2025-03-10 09:06:00
Metro_1,0,Node_2,2025-03-10 09:15:00
Metro_1,0,Node_4,2025-03-10 08:40:00
Metro_1,0,Node_5,2025-03-10 08:49:00
Metro_1,0,Node_6,2025-03-10 08:58:00
Metro_1,0,Node_7,2025-03-10 09:07:00
Metro_1,0,Node_8,2025-03-10 09:16:00
Metro_1,0,Node_2,2025-03-10 09:25:00
Metro_1,0,Node_4,2025-03-10 08:50:00
Metro_1,0,Node_5,2025-03-10 08:59:00
Metro_1,0,Node_6,2025-03-10 09:08:00
Metro_1,0,Node_7,2025-03-10 09:17:00
Metro_1,0,Node_8,2025-03-10 09:26:00
Metro_1,0,Node_2,2025-03-10 09:35:00
Metro_1,0,Node_4,2025-03-10 09:00:00
Metro_1,0,Node_5,2025-03-10 09:09:00
Metro_1,0,Node_6,2025-03-10 09:18:00
Metro_1,0,Node_7,2025-03-10 09:27:00
Metro_1,0,Node_8,2025-03-10 09:36:00
Metro_1,0,Node_2,2025-03-10 09:45:00
Metro_1,0,Node_4,2025-03-10 09:10:00
Metro_1,0,Node_5,2025-03-10 09:19:00
Metro_1,0,Node_6,2025-03-10 09:28:00
Metro_1,0,Node_7,2025-03-10 09:37:00
Metro_1,0,Node_8,2025-03-10 09:46:00
Metro_1,0,Node_2,2025-03-10 09:55:00
Metro_1,0,Node_4,2025-03-10 09:20:00
Metro_1,0,Node_5,2025-03-10 09:29:00
Metro_1,0,Node_6,2025-03-10 09:38:00
Metro_1,0,Node_7,2025-03-10 09:47:00
Metro_1,0,Node_8,2025-03-10 09:56:00
Metro_1,0,Node_2,2025-03-10 10:05:00
Metro_1,0,Node_4,2025-03-10 09:30:00
Metro_1,0,Node_5,2025-03-10 09:39:00
Metro_1,0,Node_6,2025-03-10 09:48:00
Metro_1,0,Node_7,2025-03-10 09:57:00
Metro_1,0,Node_8,2025-03-10 10:06:00
Metro_1,0,Node_2,2025-03-10 10:15:00
Metro_1,0,Node_4,2025-03-10 09:40:00
Metro_1,0,Node_5,2025-03-10 09:49:00
Metro_1,0,Node_6,2025-03-10 09:58:00
Metro_1,0,Node_7,2025-03-10 10:07:00
Metro_1,0,Node_8,2025-03-10 10:16:00
Metro_1,0,Node_2,2025-03-10 10:25:00
Metro_1,0,Node_4,2025-03-10 09:50:00
Metro_1,0,Node_5,2025-03-10 09:59:00
Metro_1,0,Node_6,2025-03-10 10:08:00
Metro_1,0,Node_7,2025-03-10 10:17:00
Metro_1,0,Node_8,2025-03-10 10:26:00
Metro_1,0,Node_2,2025-03-10 10:35:00
Metro_1,0,Node_4,2025-03-10 10:00:00
Metro_1,0,Node_5,2025-03-10 10:09:00
Metro_1,0,Node_6,2025-03-10 10:18:00
Metro_1,0,Node_7,2025-03-10 10:27:00
Metro_1,0,Node_8,2025-03-10 10:36:00
Metro_1,0,Node_2,2025-03-10 10:45:00
Metro_1,0,Node_4,2025-03-10 10:10:00
Metro_1,0,Node_5,2025-03-10 10:19:00
Metro_1,0,Node_6,2025-03-10 10:28:00
Metro_1,0,Node_7,2025-03-10 10:37:00
Metro_1,0,Node_8,2025-03-10 10:46:00
Metro_1,0,Node_2,2025-03-10 10:55:00
Metro_1,0,Node_4,2025-03-10 10:20:00
Metro_1,0,Node_5,2025-03-10 10:29:00
Metro_1,0,Node_6,2025-03-10 10:38:00
Metro_1,0,Node_7,2025-03-10 10:47:00
Metro_1,0,Node_8,2025-03-10 10:56:00
Metro_1,0,Node_2,2025-03-10 11:05:00
Metro_1,0,Node_4,2025-03-10 10:30:00
Metro_1,0,Node_5,2025-03-10 10:39:00
Metro_1,0,Node_6,2025-03-10 10:48:00
Metro_1,0,Node_7,2025-03-10 10:57:00
Metro_1,0,Node_8,2025-03-10 11:06:00
Metro_1,0,Node_2,2025-03-10 11:15:00
Metro_1,0,Node_4,2025-03-10 10:40:00
Metro_1,0,Node_5,2025-03-10 10:49:00
Metro_1,0,Node_6,2025-03-10 10:58:00
Metro_1,0,Node_7,2025-03-10 11:07:00
Metro_1,0,Node_8,2025-03-10 11:16:00
Metro_1,0,Node_2,2025-03-10 11:25:00
Metro_1,0,Node_4,2025-03-10 10:50:00
Metro_1,0,Node_5,2025-03-10 10:59:00
Metro_1,0,Node_6,2025-03-10 11:08:00
Metro_1,0,Node_7,2025-03-10 11:17:00
Metro_1,0,Node_8,2025-03-10 11:26:00
Metro_1,0,Node_2,2025-03-10 11:35:00
Metro_1,0,Node_4,2025-03-10 11:00:00
Metro_1,0,Node_5,2025-03-10 11:09:00
Metro_1,0,Node_6,2025-03-10 11:18:00
Metro_1,0,Node_7,2025-03-10 11:27:00
Metro_1,0,Node_8,2025-03-10 11:36:00
Metro_1,0,Node_2,2025-03-10 11:45:00
Metro_1,0,Node_4,2025-03-10 11:10:00
Metro_1,0,Node_5,2025-03-10 11:19:00
Metro_1,0,Node_6,2025-03-10 11:28:00
Metro_1,0,Node_7,2025-03-10 11:37:00
Metro_1,0,Node_8,2025-03-10 11:46:00
Metro_1,0,Node_2,2025-03-10 11:55:00
Metro_1,0,Node_4,2025-03-10 11:20:00
Metro_1,0,Node_5,2025-03-10 11:29:00
Metro_1,0,Node_6,2025-03-10 11:38:00
Metro_1,0,Node_7,2025-03-10 11:47:00
Metro_1,0,Node_8,2025-03-10 11:56:00
Metro_1,0,Node_2,2025-03-10 12:05:00
Metro_1,0,Node_4,2025-03-10 11:30:00
Metro_1,0,Node_5,2025-03-10 11:39:00
Metro_1,0,Node_6,2025-03-10 11:48:00
Metro_1,0,Node_7,2025-03-10 11:57:00
Metro_1,0,Node_8,2025-03-10 12:06:00
Metro_1,0,Node_2,2025-03-10 12:15:00
Metro_1,0,Node_4,2025-03-10 11:40:00
Metro_1,0,Node_5,2025-03-10 11:49:00
Metro_1,0,Node_6,2025-03-10 11:58:00
Metro_1,0,Node_7,2025-03-10 12:07:00
Metro_1,0,Node_8,2025-03-10 12:16:00
Metro_1,0,Node_2,2025-03-10 12:25:00
Metro_1,0,Node_4,2025-03-10 11:50:00
Metro_1,0,Node_5,2025-03-10 11:59:00
Metro_1,0,Node_6,2025-03-10 12:08:00
Metro_1,0,Node_7,2025-03-10 12:17:00
Metro_1,0,Node_8,2025-03-10 12:26:00
Metro_1,0,Node_2,2025-03-10 12:35:00
Metro_1,0,Node_4,2025-03-10 12:00:00
Metro_1,0,Node_5,2025-03-10 12:09:00
Metro_1,0,Node_6,2025-03-10 12:18:00
Metro_1,0,Node_7,2025-03-10 12:27:00
Metro_1,0,Node_8,2025-03-10 12:36:00
Metro_1,0,Node_2,2025-03-10 12:45:00
Metro_1,0,Node_4,2025-03-10 12:10:00
Metro_1,0,Node_5,2025-03-10 12:19:00
Metro_1,0,Node_6,2025-03-10 12:28:00
Metro_1,0,Node_7,2025-03-10 12:37:00
Metro_1,0,Node_8,2025-03-10 12:46:00
Metro_1,0,Node_2,2025-03-10 12:55:00
Metro_1,0,Node_4,2025-03-10 12:20:00
Metro_1,0,Node_5,2025-03-10 12:29:00
Metro_1,0,Node_6,2025-03-10 12:38:00
Metro_1,0,Node_7,2025-03-10 12:47:00
Metro_1,0,Node_8,2025-03-10 12:56:00
Metro_1,0,Node_2,2025-03-10 13:05:00
Metro_1,0,Node_4,2025-03-10 12:30:00
Metro_1,0,Node_5,2025-03-10 12:39:00
Metro_1,0,Node_6,2025-03-10 12:48:00
Metro_1,0,Node_7,2025-03-10 12:57:00
Metro_1,0,Node_8,2025-03-10 13:06:00
Metro_1,0,Node_2,2025-03-10 13:15:00
Metro_1,0,Node_4,2025-03-10 12:40:00
Metro_1,0,Node_5,2025-03-10 12:49:00
Metro_1,0,Node_6,2025-03-10 12:58:00
Metro_1,0,Node_7,2025-03-10 13:07:00
Metro_1,0,Node_8,2025-03-10 13:16:00
Metro_1,0,Node_2,2025-03-10 13:25:00
Metro_1,0,Node_4,2025-03-10 12:50:00
Metro_1,0,Node_5,2025-03-10 12:59:00
Metro_1,0,Node_6,2025-03-10 13:08:00
Metro_1,0,Node_7,2025-03-10 13:17:00
Metro_1,0,Node_8,2025-03-10 13:26:00
Metro_1,0,Node_2,2025-03-10 13:35:00
Metro_1,0,Node_4,2025-03-10 13:00:00
Metro_1,0,Node_5,2025-03-10 13:09:00
Metro_1,0,Node_6,2025-03-10 13:18:00
Metro_1,0,Node_7,2025-03-10 13:27:00
Metro_1,0,Node_8,2025-03-10 13:36:00
Metro_1,0,Node_2,2025-03-10 13:45:00
Metro_1,0,Node_4,2025-03-10 13:10:00
Metro_1,0,Node_5,2025-03-10 13:19:00
Metro_1,0,Node_6,2025-03-10 13:28:00
Metro_1,0,Node_7,2025-03-10 13:37:00
Metro_1,0,Node_8,2025-03-10 13:46:00
Metro_1,0,Node_2,2025-03-10 13:55:00
Metro_1,0,Node_4,2025-03-10 13:20:00
Metro_1,0,Node_5,2025-03-10 13:29:00
Metro_1,0,Node_6,2025-03-10 13:38:00
Metro_1,0,Node_7,2025-03-10 13:47:00
Metro_1,0,Node_8,2025-03-10 13:56:00
Metro_1,0,Node_2,2025-03-10 14:05:00
Metro_1,0,Node_4,2025-03-10 13:30:00
Metro_1,0,Node_5,2025-03-10 13:39:00
Metro_1,0,Node_6,2025-03-10 13:48:00
Metro_1,0,Node_7,2025-03-10 13:57:00
Metro_1,0,Node_8,2025-03-10 14:06:00
Metro_1,0,Node_2,2025-03-10 14:15:00
Metro_1,0,Node_4,2025-03-10 13:40:00
Metro_1,0,Node_5,2025-03-10 13:49:00
Metro_1,0,Node_6,2025-03-10 13:58:00
Metro_1,0,Node_7,2025-03-10 14:07:00
Metro_1,0,Node_8,2025-03-10 14:16:00
Metro_1,0,Node_2,2025-03-10 14:25:00
Metro_1,0,Node_4,2025-03-10 13:50:00
Metro_1,0,Node_5,2025-03-10 13:59:00
Metro_1,0,Node_6,2025-03-10 14:08:00
Metro_1,0,Node_7,2025-03-10 14:17:00
Metro_1,0,Node_8,2025-03-10 14:26:00
Metro_1,0,Node_2,2025-03-10 14:35:00
Metro_1,0,Node_4,2025-03-10 14:00:00
Metro_1,0,Node_5,2025-03-10 14:09:00
Metro_1,0,Node_6,2025-03-10 14:18:00
Metro_1,0,Node_7,2025-03-10 14:27:00
Metro_1,0,Node_8,2025-03-10 14:36:00
Metro_1,0,Node_2,2025-03-10 14:45:00
Metro_1,0,Node_4,2025-03-10 14:10:00
Metro_1,0,Node_5,2025-03-10 14:19:00
Metro_1,0,Node_6,2025-03-10 14:28:00
Metro_1,0,Node_7,2025-03-10 14:37:00
Metro_1,0,Node_8,2025-03-10 14:46:00
Metro_1,0,Node_2,2025-03-10 14:55:00
Metro_1,0,Node_4,2025-03-10 14:20:00
Metro_1,0,Node_5,2025-03-10 14:29:00
Metro_1,0,Node_6,2025-03-10 14:38:00
Metro_1,0,Node_7,2025-03-10 14:47:00
Metro_1,0,Node_8,2025-03-10 14:56:00
Metro_1,0,Node_2,2025-03-10 15:05:00
Metro_1,0,Node_4,2025-03-10 14:30:00
Metro_1,0,Node_5,2025-03-10 14:39:00
Metro_1,0,Node_6,2025-03-10 14:48:00
Metro_1,0,Node_7,2025-03-10 14:57:00
Metro_1,0,Node_8,2025-03-10 15:06:00
Metro_1,0,Node_2,2025-03-10 15:15:00
Metro_1,0,Node_4,2025-03-10 14:40:00
Metro_1,0,Node_5,2025-03-10 14:49:00
Metro_1,0,Node_6,2025-03-10 14:58:00
Metro_1,0,Node_7,2025-03-10 15:07:00
Metro_1,0,Node_8,2025-03-10 15:16:00
Metro_1,0,Node_2,2025-03-10 15:25:00
Metro_1,0,Node_4,2025-03-10 14:50:00
Metro_1,0,Node_5,2025-03-10 14:59:00
Metro_1,0,Node_6,2025-03-10 15:08:00
